Voos,Companhia.Aerea,Aeroporto.Origem,Cidade.Origem,Estado.Origem,Aeroporto.Destino,Cidade.Destino,Estado.Destino,LongDest,LatDest,LongOrig,LatOrig
GLO - 1778,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Eurico De Aguiar Salles,Vitoria,ES,-40.2835346,-20.257648900000000,-43.2494233,-22.8134098
GLO - 1779,GOL,Eurico De Aguiar Salles,Vitoria,ES,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-40.2835346,-20.257648900000000
GLO - 1781,GOL,Santa Genoveva,Goiania,GO,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-49.2221166,-16.632488000000000
GLO - 1782,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Santa Genoveva,Goiania,GO,-49.2221166,-16.632488000000000,-46.478126,-23.434552900000000
GLO - 1783,GOL,Santa Genoveva,Goiania,GO,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-49.2221166,-16.632488000000000
GLO - 1784,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Santa Genoveva,Goiania,GO,-49.2221166,-16.632488000000000,-46.478126,-23.434552900000000
GLO - 1785,GOL,Val De Cans,Belem,PA,Eduardo Gomes,Manaus,AM,-60.046324900000000,-3.0358474000000000,-48.4775227,-1.3820615
GLO - 1786,GOL,Eduardo Gomes,Manaus,AM,Val De Cans,Belem,PA,-48.4775227,-1.3820615,-60.046324900000000,-3.0358474000000000
GLO - 1787,GOL,Santa Genoveva,Goiania,GO,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-49.2221166,-16.632488000000000
GLO - 1788,GOL,Prefeito Renato Moreira,Imperatriz,MA,Marechal Cunha Machado,Sao Luis,MA,-44.2348802,-2.5849927000000000,-47.4560696,-5.5316945
GLO - 1790,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Guararapes - Gilberto Freyre,Recife,PE,-34.924015400000000,-8.1259315,-38.3312411,-12.9110977
GLO - 1792,GOL,Viracopos,Campinas,SP,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-47.1375685,-23.008205
GLO - 1794,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Val De Cans,Belem,PA,-48.4775227,-1.3820615,-47.9172348,-15.869736900000000
GLO - 1796,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-38.3312411,-12.9110977
GLO - 1797,GOL,Senador Petronio Portella,Teresina,PI,Pinto Martins,Fortaleza,CE,-38.5330966,-3.7771555,-42.8211703,-5.0635434
GLO - 1798,GOL,Guararapes - Gilberto Freyre,Recife,PE,Fernando De Noronha,Fernando De Noronha,PE,-32.4243853,-3.8546145,-34.924015400000000,-8.1259315
GLO - 1799,GOL,Fernando De Noronha,Fernando De Noronha,PE,Guararapes - Gilberto Freyre,Recife,PE,-34.924015400000000,-8.1259315,-32.4243853,-3.8546145
GLO - 1800,GOL,Congonhas,Sao Paulo,SP,Salgado Filho,Porto Alegre,RS,-51.175381100000000,-29.9934732,-46.6565842,-23.6273246
GLO - 1802,GOL,Viracopos,Campinas,SP,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-47.1375685,-23.008205
GLO - 1803,GOL,Mario Ribeiro,Montes Claros,MG,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-43.8200869,-16.704617200000000
GLO - 1804,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-46.478126,-23.434552900000000
GLO - 1805,GOL,Tancredo Neves,Confins,MG,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-43.965396000000000,-19.634099
GLO - 1806,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-46.478126,-23.434552900000000
GLO - 1807,GOL,Tancredo Neves,Confins,MG,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-43.965396000000000,-19.634099
GLO - 1808,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-46.478126,-23.434552900000000
GLO - 1809,GOL,Tancredo Neves,Confins,MG,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-43.965396000000000,-19.634099
GLO - 1810,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-46.478126,-23.434552900000000
GLO - 1811,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Salgado Filho,Porto Alegre,RS,-51.175381100000000,-29.9934732,-38.3312411,-12.9110977
GLO - 1812,GOL,Salgado Filho,Porto Alegre,RS,Deputado Luis Eduardo Magalhaes,Salvador,BA,-38.3312411,-12.9110977,-51.175381100000000,-29.9934732
GLO - 1813,GOL,Tancredo Neves,Confins,MG,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-43.965396000000000,-19.634099
GLO - 1814,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-46.478126,-23.434552900000000
GLO - 1815,GOL,Tancredo Neves,Confins,MG,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-43.965396000000000,-19.634099
GLO - 1820,GOL,Eurico De Aguiar Salles,Vitoria,ES,Santos Dumont,Rio De Janeiro,RJ,-43.1648755,-22.911143800000000,-40.2835346,-20.257648900000000
GLO - 1821,GOL,Pinto Martins,Fortaleza,CE,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-38.5330966,-3.7771555
GLO - 1822,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Pinto Martins,Fortaleza,CE,-38.5330966,-3.7771555,-46.478126,-23.434552900000000
GLO - 1823,GOL,Pinto Martins,Fortaleza,CE,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-38.5330966,-3.7771555
GLO - 1824,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Pinto Martins,Fortaleza,CE,-38.5330966,-3.7771555,-46.478126,-23.434552900000000
GLO - 1826,GOL,Hercilio Luz,Florianopolis,SC,Salgado Filho,Porto Alegre,RS,-51.175381100000000,-29.9934732,-48.5459657,-27.670118
GLO - 1827,GOL,Salgado Filho,Porto Alegre,RS,Hercilio Luz,Florianopolis,SC,-48.5459657,-27.670118,-51.175381100000000,-29.9934732
GLO - 1828,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Pinto Martins,Fortaleza,CE,-38.5330966,-3.7771555,-46.478126,-23.434552900000000
GLO - 1829,GOL,Pinto Martins,Fortaleza,CE,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-38.5330966,-3.7771555
GLO - 1830,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Pinto Martins,Fortaleza,CE,-38.5330966,-3.7771555,-46.478126,-23.434552900000000
GLO - 1832,GOL,Pinto Martins,Fortaleza,CE,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-38.5330966,-3.7771555
GLO - 1833,GOL,Marechal Cunha Machado,Sao Luis,MA,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-44.2348802,-2.5849927000000000
GLO - 1834,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Marechal Cunha Machado,Sao Luis,MA,-44.2348802,-2.5849927000000000,-43.2494233,-22.8134098
GLO - 1835,GOL,Zumbi Dos Palmares,Rio Largo,AL,Viracopos,Campinas,SP,-47.1375685,-23.008205,-35.792882900000000,-9.5116056
GLO - 1836,GOL,Viracopos,Campinas,SP,Zumbi Dos Palmares,Rio Largo,AL,-35.792882900000000,-9.5116056,-47.1375685,-23.008205
GLO - 1837,GOL,Maraba,Maraba,PA,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-49.1369385,-5.3717191
GLO - 1838,GOL,Val De Cans,Belem,PA,Maestro Wilson Fonseca,Santarem,PA,-54.786243300000000,-2.4248295,-48.4775227,-1.3820615
GLO - 1839,GOL,Maraba,Maraba,PA,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-49.1369385,-5.3717191
GLO - 1840,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Zumbi Dos Palmares,Rio Largo,AL,-35.792882900000000,-9.5116056,-46.478126,-23.434552900000000
GLO - 1842,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Zumbi Dos Palmares,Rio Largo,AL,-35.792882900000000,-9.5116056,-46.478126,-23.434552900000000
GLO - 1843,GOL,Tancredo Neves,Confins,MG,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-43.965396000000000,-19.634099
GLO - 1844,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Zumbi Dos Palmares,Rio Largo,AL,-35.792882900000000,-9.5116056,-46.478126,-23.434552900000000
GLO - 1845,GOL,Zumbi Dos Palmares,Rio Largo,AL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-35.792882900000000,-9.5116056
GLO - 1846,GOL,Tancredo Neves,Confins,MG,Porto Seguro,Porto Seguro,BA,-39.0821431,-16.4395303,-43.965396000000000,-19.634099
GLO - 1847,GOL,Porto Seguro,Porto Seguro,BA,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-39.0821431,-16.4395303
GLO - 1848,GOL,Tancredo Neves,Confins,MG,Porto Seguro,Porto Seguro,BA,-39.0821431,-16.4395303,-43.965396000000000,-19.634099
GLO - 1849,GOL,Porto Seguro,Porto Seguro,BA,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-39.0821431,-16.4395303
GLO - 1850,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Salgado Filho,Porto Alegre,RS,-51.175381100000000,-29.9934732,-46.478126,-23.434552900000000
GLO - 1851,GOL,Salgado Filho,Porto Alegre,RS,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-51.175381100000000,-29.9934732
GLO - 1853,GOL,Salgado Filho,Porto Alegre,RS,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-51.175381100000000,-29.9934732
GLO - 1854,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Salgado Filho,Porto Alegre,RS,-51.175381100000000,-29.9934732,-46.478126,-23.434552900000000
GLO - 1855,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Pinto Martins,Fortaleza,CE,-38.5330966,-3.7771555,-43.2494233,-22.8134098
GLO - 1856,GOL,Congonhas,Sao Paulo,SP,Santa Genoveva,Goiania,GO,-49.2221166,-16.632488000000000,-46.6565842,-23.6273246
GLO - 1857,GOL,Salgado Filho,Porto Alegre,RS,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-51.175381100000000,-29.9934732
GLO - 1858,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Salgado Filho,Porto Alegre,RS,-51.175381100000000,-29.9934732,-46.478126,-23.434552900000000
GLO - 1860,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Salgado Filho,Porto Alegre,RS,-51.175381100000000,-29.9934732,-46.478126,-23.434552900000000
GLO - 1861,GOL,Salgado Filho,Porto Alegre,RS,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-51.175381100000000,-29.9934732
GLO - 1862,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Salgado Filho,Porto Alegre,RS,-51.175381100000000,-29.9934732,-46.478126,-23.434552900000000
GLO - 1863,GOL,Salgado Filho,Porto Alegre,RS,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-51.175381100000000,-29.9934732
GLO - 1864,GOL,Maestro Wilson Fonseca,Santarem,PA,Eduardo Gomes,Manaus,AM,-60.046324900000000,-3.0358474000000000,-54.786243300000000,-2.4248295
GLO - 1865,GOL,Eduardo Gomes,Manaus,AM,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-60.046324900000000,-3.0358474000000000
GLO - 1866,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-47.9172348,-15.869736900000000
GLO - 1868,GOL,Eduardo Gomes,Manaus,AM,Maestro Wilson Fonseca,Santarem,PA,-54.786243300000000,-2.4248295,-60.046324900000000,-3.0358474000000000
GLO - 1869,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-38.3312411,-12.9110977
GLO - 1870,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-47.9172348,-15.869736900000000
GLO - 1871,GOL,Marechal Rondon,Varzea Grande,MT,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-56.117268700000000,-15.653078600000000
GLO - 1872,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Marechal Rondon,Varzea Grande,MT,-56.117268700000000,-15.653078600000000,-46.478126,-23.434552900000000
GLO - 1873,GOL,Marechal Rondon,Varzea Grande,MT,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-56.117268700000000,-15.653078600000000
GLO - 1875,GOL,Marechal Rondon,Varzea Grande,MT,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-56.117268700000000,-15.653078600000000
GLO - 1877,GOL,Marechal Rondon,Varzea Grande,MT,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-56.117268700000000,-15.653078600000000
GLO - 1878,GOL,Congonhas,Sao Paulo,SP,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-46.6565842,-23.6273246
GLO - 1879,GOL,Hercilio Luz,Florianopolis,SC,Serafin Enoss Bertaso,Chapeco,SC,-52.6606432,-27.134138500000000,-48.5459657,-27.670118
GLO - 1880,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Presidente Castro Pinto,Bayeux,PB,-34.950613700000000,-7.147060000000000,-43.2494233,-22.8134098
GLO - 1881,GOL,Presidente Castro Pinto,Bayeux,PB,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-34.950613700000000,-7.147060000000000
GLO - 1882,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Presidente Castro Pinto,Bayeux,PB,-34.950613700000000,-7.147060000000000,-43.2494233,-22.8134098
GLO - 1883,GOL,Presidente Castro Pinto,Bayeux,PB,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-34.950613700000000,-7.147060000000000
GLO - 1884,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Santa Maria,Aracaju,SE,-37.07624620000000,-10.9822278,-38.3312411,-12.9110977
GLO - 1885,GOL,Santa Maria,Aracaju,SE,Deputado Luis Eduardo Magalhaes,Salvador,BA,-38.3312411,-12.9110977,-37.07624620000000,-10.9822278
GLO - 1886,GOL,Congonhas,Sao Paulo,SP,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-46.6565842,-23.6273246
GLO - 1887,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Eduardo Gomes,Manaus,AM,-60.046324900000000,-3.0358474000000000,-46.478126,-23.434552900000000
GLO - 1888,GOL,Guararapes - Gilberto Freyre,Recife,PE,Deputado Luis Eduardo Magalhaes,Salvador,BA,-38.3312411,-12.9110977,-34.924015400000000,-8.1259315
GLO - 1889,GOL,Eduardo Gomes,Manaus,AM,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-60.046324900000000,-3.0358474000000000
GLO - 1890,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Campo Grande,Campo Grande,MS,-54.6741233,-20.4686937,-46.478126,-23.434552900000000
GLO - 1891,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Deputado Luis Eduardo Magalhaes,Salvador,BA,-38.3312411,-12.9110977,-43.2494233,-22.8134098
GLO - 1892,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Campo Grande,Campo Grande,MS,-54.6741233,-20.4686937,-46.478126,-23.434552900000000
GLO - 1893,GOL,Campo Grande,Campo Grande,MS,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-54.6741233,-20.4686937
GLO - 1895,GOL,Campo Grande,Campo Grande,MS,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-54.6741233,-20.4686937
GLO - 1896,GOL,Santos Dumont,Rio De Janeiro,RJ,Eurico De Aguiar Salles,Vitoria,ES,-40.2835346,-20.257648900000000,-43.1648755,-22.911143800000000
GLO - 1898,GOL,Brigadeiro Lysias Rodrigues,Palmas,TO,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-48.3575251,-10.294325600000000
GLO - 1899,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-38.3312411,-12.9110977
GLO - 1900,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Pinto Martins,Fortaleza,CE,-38.5330966,-3.7771555,-46.478126,-23.434552900000000
GLO - 1901,GOL,Marechal Cunha Machado,Sao Luis,MA,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-44.2348802,-2.5849927000000000
GLO - 1902,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Marechal Cunha Machado,Sao Luis,MA,-44.2348802,-2.5849927000000000,-46.478126,-23.434552900000000
GLO - 1903,GOL,Pinto Martins,Fortaleza,CE,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-38.5330966,-3.7771555
GLO - 1904,GOL,Congonhas,Sao Paulo,SP,Porto Seguro,Porto Seguro,BA,-39.0821431,-16.4395303,-46.6565842,-23.6273246
GLO - 1908,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Zumbi Dos Palmares,Rio Largo,AL,-35.792882900000000,-9.5116056,-47.9172348,-15.869736900000000
GLO - 1910,GOL,Bahia - Jorge Amado,Ilheus,BA,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-39.0317095,-14.8140511
GLO - 1911,GOL,Guararapes - Gilberto Freyre,Recife,PE,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-34.924015400000000,-8.1259315
GLO - 1912,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Marechal Cunha Machado,Sao Luis,MA,-44.2348802,-2.5849927000000000,-47.9172348,-15.869736900000000
GLO - 1913,GOL,Guararapes - Gilberto Freyre,Recife,PE,Pinto Martins,Fortaleza,CE,-38.5330966,-3.7771555,-34.924015400000000,-8.1259315
GLO - 1915,GOL,Hercilio Luz,Florianopolis,SC,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-48.5459657,-27.670118
GLO - 1916,GOL,Hercilio Luz,Florianopolis,SC,Salgado Filho,Porto Alegre,RS,-51.175381100000000,-29.9934732,-48.5459657,-27.670118
GLO - 1917,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-47.9172348,-15.869736900000000
GLO - 1918,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Ministro Victor Konder,Navegantes,SC,-48.649086700000000,-26.8805344,-43.2494233,-22.8134098
GLO - 1919,GOL,Ministro Victor Konder,Navegantes,SC,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-48.649086700000000,-26.8805344
GLO - 1920,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Afonso Pena,Sao Jose Dos Pinhais,PR,-49.1724811,-25.5327132,-46.478126,-23.434552900000000
GLO - 1921,GOL,Afonso Pena,Sao Jose Dos Pinhais,PR,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-49.1724811,-25.5327132
GLO - 1922,GOL,Afonso Pena,Sao Jose Dos Pinhais,PR,Cataratas,Foz Do Iguacu,PR,-54.4909265,-25.5938142,-49.1724811,-25.5327132
GLO - 1923,GOL,Afonso Pena,Sao Jose Dos Pinhais,PR,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-49.1724811,-25.5327132
GLO - 1924,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Afonso Pena,Sao Jose Dos Pinhais,PR,-49.1724811,-25.5327132,-46.478126,-23.434552900000000
GLO - 1925,GOL,Afonso Pena,Sao Jose Dos Pinhais,PR,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-49.1724811,-25.5327132
GLO - 1926,GOL,Macapa,Macapa,AP,Val De Cans,Belem,PA,-48.4775227,-1.3820615,-51.067109500000000,0.05000810000000000
GLO - 1927,GOL,Afonso Pena,Sao Jose Dos Pinhais,PR,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-49.1724811,-25.5327132
GLO - 1928,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Afonso Pena,Sao Jose Dos Pinhais,PR,-49.1724811,-25.5327132,-46.478126,-23.434552900000000
GLO - 1929,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-47.9172348,-15.869736900000000
GLO - 1930,GOL,Salgado Filho,Porto Alegre,RS,Hercilio Luz,Florianopolis,SC,-48.5459657,-27.670118,-51.175381100000000,-29.9934732
GLO - 1931,GOL,Afonso Pena,Sao Jose Dos Pinhais,PR,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-49.1724811,-25.5327132
GLO - 1933,GOL,Cataratas,Foz Do Iguacu,PR,Afonso Pena,Sao Jose Dos Pinhais,PR,-49.1724811,-25.5327132,-54.4909265,-25.5938142
GLO - 1934,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Santa Maria,Aracaju,SE,-37.07624620000000,-10.9822278,-43.2494233,-22.8134098
GLO - 1935,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-47.9172348,-15.869736900000000
GLO - 1936,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Santa Maria,Aracaju,SE,-37.07624620000000,-10.9822278,-43.2494233,-22.8134098
GLO - 1937,GOL,Santa Maria,Aracaju,SE,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-37.07624620000000,-10.9822278
GLO - 1938,GOL,Eduardo Gomes,Manaus,AM,Val De Cans,Belem,PA,-48.4775227,-1.3820615,-60.046324900000000,-3.0358474000000000
GLO - 1939,GOL,Pinto Martins,Fortaleza,CE,Val De Cans,Belem,PA,-48.4775227,-1.3820615,-38.5330966,-3.7771555
GLO - 1940,GOL,Congonhas,Sao Paulo,SP,Eurico De Aguiar Salles,Vitoria,ES,-40.2835346,-20.257648900000000,-46.6565842,-23.6273246
GLO - 1941,GOL,Eurico De Aguiar Salles,Vitoria,ES,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-40.2835346,-20.257648900000000
GLO - 1942,GOL,Tancredo Neves,Confins,MG,Santa Genoveva,Goiania,GO,-49.2221166,-16.632488000000000,-43.965396000000000,-19.634099
GLO - 1943,GOL,Santa Genoveva,Goiania,GO,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-49.2221166,-16.632488000000000
GLO - 1944,GOL,Viracopos,Campinas,SP,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-47.1375685,-23.008205
GLO - 1945,GOL,Eduardo Gomes,Manaus,AM,Governador Jorge Teixeira De Oliveira,Porto Velho,RO,-63.89832,-8.7141702,-60.046324900000000,-3.0358474000000000
GLO - 1946,GOL,Salgado Filho,Porto Alegre,RS,Hercilio Luz,Florianopolis,SC,-48.5459657,-27.670118,-51.175381100000000,-29.9934732
GLO - 1947,GOL,Hercilio Luz,Florianopolis,SC,Salgado Filho,Porto Alegre,RS,-51.175381100000000,-29.9934732,-48.5459657,-27.670118
GLO - 1948,GOL,Salgado Filho,Porto Alegre,RS,Hercilio Luz,Florianopolis,SC,-48.5459657,-27.670118,-51.175381100000000,-29.9934732
GLO - 1949,GOL,Hercilio Luz,Florianopolis,SC,Salgado Filho,Porto Alegre,RS,-51.175381100000000,-29.9934732,-48.5459657,-27.670118
GLO - 1950,GOL,Congonhas,Sao Paulo,SP,Deputado Luis Eduardo Magalhaes,Salvador,BA,-38.3312411,-12.9110977,-46.6565842,-23.6273246
GLO - 1951,GOL,Hercilio Luz,Florianopolis,SC,Salgado Filho,Porto Alegre,RS,-51.175381100000000,-29.9934732,-48.5459657,-27.670118
GLO - 1952,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Governador Aluizio Alves,Natal,RN,-35.3673819,-5.768370200000000,-43.2494233,-22.8134098
GLO - 1953,GOL,Governador Aluizio Alves,Natal,RN,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-35.3673819,-5.768370200000000
GLO - 1954,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Governador Aluizio Alves,Natal,RN,-35.3673819,-5.768370200000000,-43.2494233,-22.8134098
GLO - 1955,GOL,Porto Seguro,Porto Seguro,BA,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-39.0821431,-16.4395303
GLO - 1957,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-47.9172348,-15.869736900000000
GLO - 1958,GOL,Viracopos,Campinas,SP,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-47.1375685,-23.008205
